OBJECTID,ORIGKEY,PMISYR,ROUTE_ID,FROM_MEASURE,TO_MEASURE,SYSTEM,ROUTE,DIR,BPOST,EPOST,PAVTYP,DESCRIPT,CONYR,RESYR,PMIS_LENGTH,LANE_MILES,MDIST,COUNTY,CITY,CITY 2,PCI_2,PCI_2DEF,RUT_INDX,IRI_INDX,FAULT_INDX,CRACK_INDX,IRI,FRICT,FRIDATE,FAULT,FAULTAV,RUT,CRACK_RATIO,T_INDX,L_INDX,LW_INDX,LLW_INDX,A_INDX,ACRACKH,ACRACKM,ACRACKL,TCRACKH,TCRACKM,TCRACKL,LCRACKH,LCRACKM,LCRACKL,LCRACKWH,LCRACKWM,LCRACKWL,DCRACKH,DCRACKM,DCRACKL,JTSPALLH,JTSPALLM,JTSPALL_LONG,JTSPALL_TRANS,PATCHAB,PATCHAG,PATCHES,COVERAGE,CAPDAT,STRUC80,STRUCT_NEED80,STRUCAV,STRUCJTR,AVEK,FWD_DATE,TRYR,AADT,TRUCKS,NHS,SYS_NHS,URBAN,PCLASS,FCLASS,MEDIAN,MEDIAN_PCT,LANES,SPEED,SURFACE_TYPE,PAVTHICK,TACCDPTH,TPCCDPTH,BASEDPTH,MLEVEL,WIDTH,WDRIVELN,RCURB,LCURB,ISHLDTIE,ISHLDTYP,ISHLDWID,OSHLDTIE,OSHLDTYP,OSHLDWID,COMPLEX,SUBDRAIN,SUBDPCT,SUBDMULT,TREATMENT,LAYR1,LAYR2,LAYR3,LAYR4,LAYR5,LAYR6,LAYR7,LAYR8,PROJECT1,PROJECT2,PROJECT3,PROJECT4,PROJECT5,PROJECT6,PROJECT7,PROJECT8,PROJTYP1,PROJTYP2,PROJTYP3,PROJTYP4,PROJTYP5,PROJTYP6,PROJTYP7,PROJTYP8,SURTYP1,SURTYP2,SURTYP3,SURTYP4,SURTYP5,SURTYP6,SURTYP7,SURTYP8,SURTHK1,SURTHK2,SURTHK3,SURTHK4,SURTHK5,SURTHK6,SURTHK7,SURTHK8,BASTYP1,BASTYP2,BASTYP3,BASTYP4,BASTYP5,BASTYP6,BASTYP7,BASTYP8,AGGCLAS1,AGGCLAS2,AGGCLAS3,AGGCLAS4,AGGCLAS5,AGGCLAS6,AGGCLAS7,AGGCLAS8,BASTHK1,BASTHK2,BASTHK3,BASTHK4,BASTHK5,BASTHK6,BASTHK7,BASTHK8,SUBTHK1,SUBTHK2,SUBTHK3,SUBTHK4,SUBTHK5,SUBTHK6,SUBTHK7,SUBTHK8,RMVTHK1,RMVTHK2,RMVTHK3,RMVTHK4,RMVTHK5,RMVTHK6,RMVTHK7,RMVTHK8,AGGSRC1,AGGSRC2,AGGSRC3,AGGSRC4,AGGSRC5,AGGSRC6,AGGSRC7,AGGSRC8,REMARKS1,REMARKS2,REMARKS3,REMARKS4,REMARKS5,REMARKS6,REMARKS7,REMARKS8,RMVTYP1,RMVTYP2,RMVTYP3,RMVTYP4,RMVTYP5,RMVTYP6,RMVTYP7,RMVTYP8,AGGTYP1,AGGTYP2,AGGTYP3,AGGTYP4,AGGTYP5,AGGTYP6,AGGTYP7,AGGTYP8,SUBTYP1,SUBTYP2,SUBTYP3,SUBTYP4,SUBTYP5,SUBTYP6,SUBTYP7,SUBTYP8,REST_UPDATED,REST_UTC_OFFSET,GLOBALID,PATCH_PCT,CONRTE,FAILURE_AREA,FAILURE_AREA_MI,FAILURE_CNT,FAILURE_CNT_MI,PATHWEB,STRUC_C_PCT,UNSEALCRK,Shape__Length
2840,14931036 77041 9754,2023,S001930149N,36.12372,41.35863,3,149,1,036 77,041 97,4,From 200th St. North to W JCT IA 149/IA 22,1992,2019,5.23,10.47,5,54,8207,8207,85,,65,90,,89,54.4,59,2020/08/26 00:00:00+00,,0,0.16,10.51,59,82,67,,100,0,0,5,0,20,166,0,62,385,0,52,787,0,0,0,0,0,0,0,0,0,0,100,2023/07/03 00:00:00+00,3.3,3.3,4.83,,69,2020/06/08 00:00:00+00,2023,1295,153,N,Non-NHS,,4,4,N,0,2,55,69,12,12,0,0,C,24,,Y,N,N,G,8,N,G,8,Y,F-149-1(39)20-54,100,,AC,2019,1992,,,,,,,STP-149-1(84)--2C-54,F-149-1(39)--20-54,,,,,,,S,,,,,,,,HMA,AAC,,,,,,,1,1.5,,,,,,,RAC,BAC,,,,,,,4,,,,,,,,2,1.5,,,,,,,0,8,,,,,,,2,0,,,,,,,WEST CHESTER_A92,,,,,,,,"2"" Hot-in-place recycling",,,,,,,,SCR,,,,,,,,C.LST.,,,,,,,,,TBB,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b4bb4eec-9fe8-4db6-9fbb-ba83af62d462,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=36.12322,5,100,11258.92157
2841,14931046 15050 4754,2023,S001930149N,45.70385,49.85447,3,149,1,046 15,050 47,4,From E JCT IA 149/IA 22 North To SCL North English,1988,2022,4.15,8.35,6,54,7152,7152,91,,81,90,,98,53.35,58,2023/08/15 00:00:00+00,0.1,0.002,0.09,2.18,99,100,100,,100,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,114,3,99,2023/06/26 00:00:00+00,,,,,,,2023,1913,237,N,Non-NHS,,4,4,N,0,2,55,69,13.5,14,0,0,C,24,,Y,Y,N,PG,10,N,PG,10,Y,,,,AC,2022,1988,,,,,,,STP-149-1(92)--2C-54,F-149-1(23)--20-54,,,,,,,S,,,,,,,,HMA,BAC,,,,,,,1.5,3,,,,,,,HMA,TBB,,,,,,,4,,,,,,,,1.5,7.5,,,,,,,0,0,,,,,,,4,0,,,,,,,KESWICK_A54002,,,,,,,,"5"" HMA 4' WIDEN BOTH SIDES",,,,,,,,MIL,,,,,,,,DOLOM.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,f617e7ff-14c4-4cd9-a9cb-9a4bd0ba078e,0,,61,14.7,19,4.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=45.704,1,100,8936.905657
2842,14931050 47051 5048,2023,S001930149N,49.85447,50.91436,3,149,1,050 47,051 50,3,From SCL North English To N Turnoff To N English,1987,2023,1.06,2.23,6,48,5555,5555,91,"C,",100,77,,100,82.39,,,0,0,0,0,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023,1988,237,N,Non-NHS,,4,4,N,0,2,55,65,12,3,9,0,C,25,,N,N,N,PG,10,N,PG,10,N,,,,AC,2023,1987,,,,,,,STP-149-2(64)--2C-48,FR-149-2(42)--2G-4,,,,,,,S,,,,,,,,HMA,PCC,,,,,,,1.5,9,,,,,,,HMA,,,,,,,,,I,,,,,,,1.5,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,CONKLIN,,,,,,,"WIDEN 6' BOTH SIDES 3"" HMA",,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,43d289b4-a8bf-41f3-9f31-92ba098987d4,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=49.85741,0,,2277.781855
2843,14931051 50055 7148,2023,S001930149N,50.91436,55.16186,3,149,1,051 50,055 71,3,From N Turnoff To North English North To JCT IA 149/CoV66,1987,2023,4.25,8.56,6,48,,0,93,"C,",100,83,,100,70.05,,,0,0,0,0,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023,2188,230,N,Non-NHS,,4,4,N,0,2,55,65,12,3,9,0,C,24,,N,N,N,PG,10,N,PG,10,N,,,,AC,2023,1987,,,,,,,STP-149-2(64)--2C-48,FN-149-2(21)--21-4,,,,,,,S,,,,,,,,HMA,PCC,,,,,,,1.5,9,,,,,,,HMA,,,,,,,,,I,,,,,,,1.5,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,CONKLIN,,,,,,,"WIDEN 4' BOTH SIDES 3"" HMA",,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,0c1f843b-aa4c-4972-ac4c-b4881be841c6,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=50.91313,2,,9158.124383
2844,14931055 71058 9248,2023,S001930149N,55.16186,58.40619,3,149,1,055 71,058 92,4,From JCT IA 149/Co V66 East To WCL Parnell,1989,,3.24,7.27,6,48,,0,38,,35,36,,43,174.12,39,2023/08/15 00:00:00+00,0.2,0.0075,0.31,56.96,0,0,0,,96,0,153,634,0,250,422,0,2345,818,0,2347,4326,0,0,0,1,1,0,2,0,22,0,100,2023/07/22 00:00:00+00,2.83,0,4.31,,78,2023/06/19 00:00:00+00,2023,2060,210,N,Non-NHS,,4,4,N,0,2,55,60,8,8,0,0,C,27,,N,N,N,G,8,N,G,8,Y,,,,MS,1989,,,,,,,,F-149-2(40)--20-48,,,,,,,,,,,,,,,,AAC,,,,,,,,1.5,,,,,,,,TBB,,,,,,,,,,,,,,,,6.5,,,,,,,,0,,,,,,,,0,,,,,,,,CONKLIN,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,9e3f7ef1-b3d4-40d2-b047-ea744ed60ab4,0,,121,37.4,13,4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=55.16694,39,100,6974.597121
2845,14931058 92059 2648,2023,S001930149N,58.40619,58.75427,3,149,1,058 92,059 26,3,From WCL Parnell East & North To NCL Parnell,1932,1989,0.35,0.7,6,48,5917,5917,84,,70,84,,91,67.55,,,,0,0.14,8.73,89,99,96,,100,0,0,0,0,0,89,0,0,28,0,0,105,0,0,0,0,0,0,0,0,0,0,95,2023/07/22 00:00:00+00,1.98,0,3.56,,110,2023/06/19 00:00:00+00,2023,1477,210,N,Non-NHS,,4,4,N,0,2,25,65,13,6,7,0,C,24,,N,N,N,P,2,N,P,2,N,,,,SS,1989,1932,,,,,,,DEFAULT-895,DEFAULT-866,,,,,,,,,,,,,,,BAC,PCC,,,,,,,6,7,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ae0ace86-ac61-4ea8-9a25-734005353dc4,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=58.40461,1,95,749.5879428
2846,14931059 26063 7048,2023,S001930149N,58.75427,63.21108,3,149,1,059 26,063 70,4,From NCL Parnell North To SCL Williamsburg,1986,,4.46,8.91,6,48,5917,5917,89,,69,90,,97,54.36,40,2021/08/24 00:00:00+00,,0,0.15,2.95,90,100,99,,100,0,0,0,0,3,44,0,1,2,0,2,33,0,0,0,0,0,0,0,0,0,0,99,2023/07/22 00:00:00+00,2.82,0,3.96,,78,2023/06/19 00:00:00+00,2023,1790,210,N,Non-NHS,,4,4,N,0,2,55,60,9.5,10,0,0,C,24,,Y,N,N,G,8,N,G,8,Y,,,,SS,1986,,,,,,,,F-149-2(37)--20-48,,,,,,,,,,,,,,,,BAC,,,,,,,,3,,,,,,,,ATB,,,,,,,,,,,,,,,,6.5,,,,,,,,0,,,,,,,,0,,,,,,,,CONKLIN,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,e0159b97-67ef-4608-8277-c8abcc031ec0,0,,29,6.5,6,1.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=58.75593,1,99,9619.239076
2847,14931063 70064 0748,2023,S001930149N,63.21108,63.5863,3,149,1,063 70,064 07,4,From SCL Will'burg To 0.06Mi S Int Highland/Leo S Blvd,1986,,0.38,0.75,6,48,8427,8427,85,,61,84,,97,66.52,39,2022/06/30 00:00:00+00,0.1,0.0035,0.18,2.81,94,100,95,,100,0,0,0,3,0,23,0,0,0,0,0,130,0,0,0,0,0,0,3,0,0,0,99,2023/06/26 00:00:00+00,3.27,2.72,4.23,,102,2023/06/19 00:00:00+00,2023,2040,210,N,Non-NHS,,4,4,N,0,2,55,60,9.5,10,0,0,C,24,,Y,Y,N,G,10,N,G,10,N,,,,SS,1986,,,,,,,,DEFAULT-224,,,,,,,,,,,,,,,,BAC,,,,,,,,3,,,,,,,,RAC,,,,,,,,,,,,,,,,6.5,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,c28596e8-7981-4e63-b3ae-be8ffe4c3a41,0,,3,8.1,1,2.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=63.21151,1,100,810.3214485
2848,09231165 20168 5963,2023,S001930092E,164.00876,167.39718,3,92,1,165 20,168 59,3,From 0.1 Mi W of Harvey Turnoff E to Marion/Mahaska Co Lin,1978,2001,3.39,6.78,5,63,,0,43,,54,48,,33,147.59,57,2023/08/21 00:00:00+00,0.1,0,0.21,66.6,0,0,65,,76,0,1011,19416,1,235,459,37,1117,1717,8,172,645,0,0,0,0,0,0,0,1319,48,17,93,2023/04/26 00:00:00+00,5.13,0,7.16,,180,2019/06/04 00:00:00+00,2023,3300,607,Y,NHS,,3,3,N,0,2,55,65,14.5,6,9,0,B,24,,N,N,N,P,10,N,P,10,N,STP-92-6(35)--2C-63,100,,AC,2001,1978,,,,,,,STP-92-6(35)--2C-63,F-FG-592-2(8)--24-63,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,9,,,,,,,AAC,,,,,,,,,2,,,,,,,2,0,,,,,,,2,0,,,,,,,0,0,,,,,,,DURHAM MINE,DURHAM MINE,,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,BAC,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ac268ae7-9123-42cd-9525-be786fbdce06,1,,183,54.1,16,4.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=164.01256,48,100,7251.394219
2849,09231168 59172 2062,2023,S001930092E,167.39718,170.98715,3,92,1,168 59,172 20,3,From Marion/Mahaska Co Line East 3.6 Miles,1978,2001,3.59,7.18,5,62,,0,50,,60,61,,34,117.12,53,2023/08/21 00:00:00+00,,0,0.19,65.7,17,0,45,,69,27,1272,17764,2,143,452,88,1721,1545,10,509,662,0,0,0,0,0,0,0,80,0,1,100,2023/04/26 00:00:00+00,4.94,0,6.83,,163,2019/06/04 00:00:00+00,2023,3100,608,Y,NHS,,3,3,N,0,2,55,65,14.5,6,9,0,B,24,,N,N,N,P,10,N,P,10,N,STP-92-6(35)--2C-63,100,,AC,2001,1978,,,,,,,STP-92-6(35)--2C-63,F-592-3(3)--20-62,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,9,,,,,,,AAC,,,,,,,,,2,,,,,,,2,0,,,,,,,2,0,,,,,,,0,0,,,,,,,DURHAM MINE,DURHAM MINE,,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,BAC,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,325ec5c5-8675-40bc-a64b-3e571f8a8fb4,0,,386,107.4,17,4.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=167.396,40,98,7684.907611
2850,09231172 20175 8662,2023,S001930092E,170.98715,174.61666,3,92,1,172 20,175 86,3,From 0.18mi E of JCT Old IA 92 E to Galeston Ave,1965,2016,3.63,7.26,5,62,,0,89,,83,93,,89,47.13,58,2023/08/21 00:00:00+00,,0,0.08,11.21,62,95,96,,100,0,0,156,0,70,199,0,15,110,0,0,107,0,0,0,0,0,0,0,0,0,0,100,2023/04/26 00:00:00+00,8,0,9.19,,130,2019/06/04 00:00:00+00,2023,2900,609,Y,NHS,,3,3,N,0,2,55,65,12.5,4,9,0,B,24,,N,N,N,E,10,N,E,10,Y,,,,AC,2016,2016,1965,,,,,,NHSX-092-7(47)--3H-62,NHSX-092-7(47)--3H-62,F-146(9),,,,,,S,W,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,9,,,,,,HMA,HMA,,,,,,,4,4,,,,,,,1.5,1.5,0,,,,,,1,4,0,,,,,,0.5,0,0,,,,,,DURHAM MINE_A630,DURHAM MINE_A630,,,,,,,,,VAR. LOC.,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,313c173c-da7b-40c5-8d71-f260dfdef14b,0,,36,9.9,1,0.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=170.99132,1,97,7766.673193
2851,09231175 86179 1762,2023,S001930092E,174.61666,177.91571,3,92,1,175 86,179 17,3,From Galeston Ave east to 50' E of Progress Dr,1931,2016,3.3,7.27,5,62,5780,5780,86,,82,87,,88,61.45,55,2023/08/21 00:00:00+00,0.1,0.0025,0.09,11.95,63,77,95,,100,0,0,0,1,63,198,0,103,442,0,14,119,0,0,0,0,0,0,0,0,0,0,98,2023/04/26 00:00:00+00,4.99,0,6.09,,169,2019/06/04 00:00:00+00,2023,3400,609,Y,NHS,831,3,3,N,0,2,55,65,17,10,7,0,B,26,,N,N,N,E,10,N,E,10,Y,,,,AC,2016,2016,2001,1985,1965,1931,,,NHSX-092-7(47)--3H-62,NHSX-092-7(47)--3H-62,MP-92-5(702)173--76-62,FN-92-7(29)--21-62,F-146(9),P-686 & FA-146C,,,S,W,,,,,,,HMA,HMA,AAC,BAC,AAC,PC7,,,1.5,1.5,2,1.5,1.5,7,,,,HMA,,TBB,AAC,,,,4,4,,,,,,,1,2.5,0,1.5,1.5,0,,,0,2.5,0,0,0,0,,,1,0,0,0,0,0,,,DURHAM MINE_A630,DURHAM MINE_A630,,,,,,,,,,,,,,,SCR,,,,,,,,C.LST.,C.LST.,,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,6115ea48-4875-4d84-b3f7-204b95be33be,0,,60,18.2,2,0.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=174.6166,1,100,7061.321176
2852,09231179 17179 4062,2023,S001930092E,177.91571,178.14842,3,92,1,179 17,179 40,4,From 50' E of Progress Dr east to East ramp pair IA 163,1995,2016,0.23,0.93,5,62,5780,5780,71,,82,48,,89,147.26,37,2023/08/21 00:00:00+00,,0,0.08,11.18,75,68,87,,100,0,0,0,0,5,116,54,33,680,0,0,354,0,0,0,0,0,0,0,353,0,4,99,2023/04/23 00:00:00+00,6.15,0,7.38,,112,2019/06/04 00:00:00+00,2023,7700,675,Y,NHS,831,3,3,N,0,4,45,69,14,14,0,0,B,43,,N,N,N,G,10,N,G,10,,,,,AC,2016,2016,2004,2004,1995,,,,NHSX-092-7(47)--3H-62,NHSX-092-7(47)--3H-62,STPN-92-7(39)--2J-62,STPN-92-7(39)--2J-62,NHS-163-4(9)--19-62,,,,S,W,,W,,,,,HMA,HMA,AAC,AAC,AAC,,,,1.5,1.5,1.5,1.5,3,,,,,HMA,AAC,AAC,TBB,,,,4,4,,,,,,,0,5,2,2,7.5,,,,0,0,0,7,0,,,,1.5,0,0,0,0,,,,DURHAM MINE_A630,DURHAM MINE_A630,,,,,,,,,LAST 0.36MI OF SECTION,LAST 0.36MI OF SECTION,,,,,SCR,,,,,,,,C.LST.,C.LST.,,,,,,,,,,BAC,,,,,2024/04/18 18:55:47.120+00,-05:00,c7f9e501-ff84-4702-8aff-bf841736b9d1,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=177.91889,1,99,497.8980272
2853,09231179 40179 8362,2023,S001930092E,178.14842,178.57573,3,92,1,179 40,179 83,4,From East ramp pair IA 163 east to IA 432,1995,2004,0.43,1.76,5,62,5780,5780,40,,48,30,,47,187.35,48,2023/08/21 00:00:00+00,,0,0.24,52.7,0,0,0,,18,0,3429,5831,4,145,445,122,1495,1212,278,1070,1348,0,0,0,,,0,0,8173,0,35,98,2023/04/23 00:00:00+00,6.28,0,7.19,,136,2021/03/16 00:00:00+00,2023,11100,686,Y,NHS,831,3,3,N,29,4,45,92,14,14,0,0,B,46,,N,Y,N,G,10,N,G,10,,,,,,2004,2004,1995,,,,,,STPN-92-7(39)--2J-62,STPN-92-7(39)--2J-62,NHS-163-4(9)--19-62,,,,,,,W,,,,,,,AAC,AAC,AAC,,,,,,1.5,1.5,3,,,,,,AAC,AAC,TBB,,,,,,,,,,,,,,2,2,7.5,,,,,,0,7,0,,,,,,0,0,0,,,,,,,,DURHAM,,,,,,LAST 0.36MI OF SECTION,LAST 0.36MI OF SECTION,,,,,,,,,,,,,,,,,C.LST.,,,,,,,BAC,,,,,,,2024/04/18 18:55:47.120+00,-05:00,8779c52b-8adc-4682-9b3c-54c0c5011601,3,,830,1957.2,43,101.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=178.14847,33,100,914.289113
2854,09231179 83180 1562,2023,S001930092E,178.57573,178.88653,3,92,1,179 83,180 15,3,From JCT IA 432 To Int L Street,1953,2004,0.31,1.03,5,62,5780,5780,61,,76,61,,53,117.61,58,2017/08/29 00:00:00+00,,0,0.12,46.74,33,0,0,,100,0,0,607,0,16,515,190,478,3203,0,268,3802,0,0,0,0,0,0,0,4142,0,42,100,2023/07/03 00:00:00+00,5.25,0,6.72,,193,2021/03/16 00:00:00+00,2023,11800,686,Y,NHS,831,3,3,N,36,4,30,65,12,4,9,0,B,35,,N,Y,N,PG,8,N,PG,8,N,,,,AC,2004,1953,,,,,,,STPN-92-7(39)--2J-62,DEFAULT-204,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,8.5,,,,,,,AAC,,,,,,,,,,,,,,,,2,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,092c1ff6-b091-4727-b29c-5b9cf829cdbd,2,,1186,3799,64,205,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=178.5739,19,100,665.0031458
2855,09231180 15180 6562,2023,S001930092E,178.88653,179.38653,3,92,1,180 15,180 65,3,From Int L Street To Int D Street,1973,2004,0.5,2,5,62,5780,5780,63,,88,57,,56,126.99,,,,0,0.06,43.81,29,0,0,,100,0,0,0,0,42,505,0,114,4754,0,334,3159,0,0,0,0,0,0,0,2672,500,51,98,2023/07/03 00:00:00+00,5.63,0,7.24,,200,2021/03/16 00:00:00+00,2023,12000,686,Y,NHS,831,3,3,N,0,4,30,65,12.5,4,9,0,B,48,,Y,Y,N,PG,0,N,PG,0,N,,,,AC,2004,1973,,,,,,,STPN-92-7(39)--2J-62,UN-92-7(12)--41-62,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,9,,,,,,,AAC,,,,,,,,,,,,,,,,2,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,LANGSTRAAT,,,,,,,,,,,,,,,,,,,,,,,,CR.ST.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,f7151df2-cbe7-4287-b3e9-cf7560a8ec7d,1,,427,856.4,53,106.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=178.88723,16,100,1069.812681
2856,09231180 65181 9862,2023,S001930092E,179.38653,180.76456,3,92,1,180 65,181 98,3,From Int D Street To E Jct IA 92/US 63,1949,2004,1.38,5.51,5,62,5780,5780,61,,80,50,,63,142.24,,,,0,0.09,36.62,30,0,0,,99,0,50,105,0,65,463,7,180,2490,0,648,2904,0,0,0,0,0,0,0,8564,1057,105,100,2023/07/03 00:00:00+00,5.01,0,6.72,,180,2020/05/19 00:00:00+00,2023,7983,538,Y,NHS,831,3,3,N,0,4,30,65,13.5,4,10,0,B,46,,Y,Y,N,N,0,N,N,0,N,,,,AC,2004,1949,,,,,,,STPN-92-7(39)--2J-62,DEFAULT-1058,,,,,,,,,,,,,,,AAC,PCC,,,,,,,1.5,10,,,,,,,AAC,,,,,,,,,,,,,,,,2,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,4d3d9f5e-8595-4209-95ab-f69844b628c9,4,,785,568.9,81,58.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930092E&logpoint=179.3853,22,100,2948.480218
2857,16332003 58005 3277,2023,S001930163W,160.38639,161.87195,3,163,2,003 58,005 32,3,From Virginia Ave. East To E JCT IA 163/US 65,1965,2008,1.49,3.18,1,77,6102,6102,63,,67,56,,68,129.48,31,2023/08/23 00:00:00+00,0.2,0.022,0.15,32.26,64,79,64,,100,0,0,150,0,10,277,2,10,524,0,35,887,0,0,0,2,7,0,0,54,266,6,91,2023/05/07 00:00:00+00,,,,,,2015/10/26 00:00:00+00,2023,11241,1090,Y,NHS,71,2,3,Y,100,2,45,65,15,5,10,4,B,28,,N,Y,N,PG,6,N,PG,10,N,,,,AC,2008,2008,1965,,,,,,NHSX-163-1(62)--3H-77,NHSX-163-1(62)--3H-77,F-UG-U-216(10),,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,2,2,10,,,,,,HMA,HMA,GSB,,,,,,,,3,,,,,,3,4,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,AMES MINE,AMES MINE,FERGUSON/COON VL,,,,,,,,GND 1988,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST/G,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,8ba148a0-1df7-4bee-aee3-8cfc340ab22d,0,,887,596.2,123,82.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163W&logpoint=160.38247,9,94,3193.693168
2858,16332005 32007 0977,2023,S001930163W,158.61928,160.38639,3,163,2,005 32,007 09,1,From E JCT IA 163/US 65 East To JCT IA 163/Co S14,1965,,1.77,3.53,1,77,6102,6102,51,,,68,45,37,103.09,29,2023/08/23 00:00:00+00,0.1,0.0665,0.11,63.1,91,,,97,,0,0,0,2,1,16,0,0,6,0,0,33,0,0,0,0,16,0,3,668,1003,25,100,2023/05/07 00:00:00+00,4.04,0,4.73,87,127,2016/05/05 00:00:00+00,2023,10958,2341,Y,NHS,71,2,3,Y,100,2,55,70,10,0,10,4,B,24,,N,N,N,PG,6,N,PG,10,N,,,,PC,1965,,,,,,,,F-UG-U-216(10),,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,3,,,,,,,,4,,,,,,,,0,,,,,,,,0,,,,,,,,FERGUSON/COON VL,,,,,,,,GND 1988,,,,,,,,,,,,,,,,C.LST/G,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b967409b-8332-402e-8315-a339661cb5ee,1,,2064,1168.7,309,175,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163W&logpoint=158.61608,5,80,3798.922187
